"destination","prefix","rate","initial","additional","effective"
"MOLDOVA TRANSNISTRIA","37355","0.23571400","1","1","2015-05-01 00:00:00"
"MOLDOVA TRANSNISTRIA","37356","0.23571400","1","1","2015-05-01 00:00:00"
"MOLDOVA-M ORANG","37360","0.18928600","1","1","2015-05-01 00:00:00"
"MOLDOVA ORANGE MOBILE","37361","0.22742900","1","1","2015-05-01 00:00:00"
"MOLDOVA-M EVENTIS","37365","0.17428600","1","1","2015-05-01 00:00:00"
"MOLDOVA-M MOLDTELECM","37367","0.30714300","1","1","2015-05-01 00:00:00"
"MOLDOVA-M ORANG","37368","0.18928600","1","1","2015-05-01 00:00:00"
"MOLDOVA-M ORANG","37369","0.18928600","1","1","2015-05-01 00:00:00"
"MOLDOVA TRANSNISTRIA MOBILE","37377","0.27857100","1","1","2015-05-01 00:00:00"
"MOLDOVA-M MOLDCELL","37378","0.38571400","1","1","2015-05-01 00:00:00"
"MOLDOVA-M MOLDCELL","37379","0.38571400","1","1","2015-05-01 00:00:00"
"ARMENIA-YEREVAN-FIXED","37410","0.18571400","1","1","2015-05-01 00:00:00"
"ARMENIA ORANGE MOBILE","37441","0.25842900","1","1","2015-05-01 00:00:00"
"ARMENIA-M ARMENTEL","37443","0.26428600","1","1","2015-05-01 00:00:00"
"ARMENIA - NAGORNY KARABAKH REGION","37447","0.11000000","1","1","2015-05-01 00:00:00"
"ARMENIA VIVA CELL MOBILE","37449","0.25857100","1","1","2015-05-01 00:00:00"
"ARMENIA-M OTHR","37450","0.17857100","1","1","2015-05-01 00:00:00"
"ARMENIA-M OTHR","37451","0.17857100","1","1","2015-05-01 00:00:00"
"ARMENIA-M OTHR","37452","0.17857100","1","1","2015-05-01 00:00:00"
"ARMENIA-M OTHR","37453","0.17857100","1","1","2015-05-01 00:00:00"
"ARMENIA-M OTHR","37454","0.17857100","1","1","2015-05-01 00:00:00"
"ARMENIA ORANGE MOBILE","37455","0.25842900","1","1","2015-05-01 00:00:00"
"ARMENIA-M OTHR","37456","0.17857100","1","1","2015-05-01 00:00:00"
"ARMENIA-M OTHR","37457","0.17857100","1","1","2015-05-01 00:00:00"
"ARMENIA-M OTHR","37458","0.17857100","1","1","2015-05-01 00:00:00"
"ARMENIA-M OTHR","37459","0.17857100","1","1","2015-05-01 00:00:00"
"ARMENIA PREMIUM","37460","0.17857100","1","1","2015-05-01 00:00:00"
"ARMENIA VIVA CELL MOBILE","37477","0.25857100","1","1","2015-05-01 00:00:00"
"ARMENIA-M OTHR","37490","0.17857100","1","1","2015-05-01 00:00:00"
"ARMENIA-M ARMENTEL","37491","0.26428600","1","1","2015-05-01 00:00:00"
"ARMENIA-M OTHR","37492","0.17857100","1","1","2015-05-01 00:00:00"
"ARMENIA VIVA CELL MOBILE","37493","0.25857100","1","1","2015-05-01 00:00:00"
"ARMENIA VIVA CELL MOBILE","37494","0.25857100","1","1","2015-05-01 00:00:00"
"ARMENIA ORANGE MOBILE","37495","0.25842900","1","1","2015-05-01 00:00:00"
"ARMENIA-M ARMENTEL","37496","0.26428600","1","1","2015-05-01 00:00:00"
"ARMENIA - MOBILE - NAGORNY KARABAKH","37497","0.16857100","1","1","2015-05-01 00:00:00"
"ARMENIA VIVA CELL MOBILE","37498","0.25857100","1","1","2015-05-01 00:00:00"
"ARMENIA-M ARMENTEL","37499","0.26428600","1","1","2015-05-01 00:00:00"
"BELARUS MINSK","37517","0.36928600","1","1","2015-05-01 00:00:00"
"BELARUS MOBILE","37529","0.34500000","1","1","2015-05-01 00:00:00"
"BELARUS MTS MOBILE","37533","0.34371400","1","1","2015-05-01 00:00:00"
"BELARUS MOBILE","37544","0.34500000","1","1","2015-05-01 00:00:00"
"MONACO-M","37740","0.41428600","1","1","2015-05-01 00:00:00"
"MONACO KFOR-M","37744","0.41714300","1","1","2015-05-01 00:00:00"
"MONACO KFOR-M","37745","0.41714300","1","1","2015-05-01 00:00:00"
"UKRAINE KIEV","38044","0.13142900","1","1","2015-05-01 00:00:00"
"UKRAINE-M-MTS","38050","0.21000000","1","1","2015-05-01 00:00:00"
"UKRAINE ASTELIT MOBILE","38063","0.24385700","1","1","2015-05-01 00:00:00"
"UKRAINE-M-MTS","38066","0.21000000","1","1","2015-05-01 00:00:00"
"UKRAINE-M KIYVSTAR","38067","0.20714300","1","1","2015-05-01 00:00:00"
"UKRAINE-M KIYVSTAR","38068","0.20714300","1","1","2015-05-01 00:00:00"
"UKRAINE ASTELIT MOBILE","38073","0.24385700","1","1","2015-05-01 00:00:00"
"UKRAINE-M UKRTEL","38091","0.28000000","1","1","2015-05-01 00:00:00"
"UKRAINE - MOBILE - TELESYSTEMS","38092","0.21285700","1","1","2015-05-01 00:00:00"
"UKRAINE ASTELIT MOBILE","38093","0.24385700","1","1","2015-05-01 00:00:00"
"UKRAINE-M INTERTEL","38094","0.28142900","1","1","2015-05-01 00:00:00"
"UKRAINE-M-MTS","38095","0.21000000","1","1","2015-05-01 00:00:00"
"UKRAINE-M KIYVSTAR","38096","0.20714300","1","1","2015-05-01 00:00:00"
"UKRAINE-M KIYVSTAR","38097","0.20714300","1","1","2015-05-01 00:00:00"
"UKRAINE-M KIYVSTAR","38098","0.20714300","1","1","2015-05-01 00:00:00"
"UKRAINE-M-MTS","38099","0.21000000","1","1","2015-05-01 00:00:00"
"SERBIA NIS","38118","0.12142900","1","1","2015-05-01 00:00:00"
"SERBIA KOSOVO","38128","0.09585700","1","1","2015-05-01 00:00:00"
"SERBIA KOSOVO","38129","0.09585700","1","1","2015-05-01 00:00:00"
"SERBIA KOSOVO","38138","0.09585700","1","1","2015-05-01 00:00:00"
"SERBIA KOSOVO","38139","0.09585700","1","1","2015-05-01 00:00:00"
"SERBIA VIP MOBILE","38160","0.32942900","1","1","2015-05-01 00:00:00"
"SERBIA VIP MOBILE","38161","0.32942900","1","1","2015-05-01 00:00:00"
"SERBIA MOBILE TELENOR (SERBIA)","38162","0.39071400","1","1","2015-05-01 00:00:00"
"SERBIA MOBILE TELENOR (SERBIA)","38163","0.39071400","1","1","2015-05-01 00:00:00"
"SERBIA MTS - MOBILE","38164","0.32014300","1","1","2015-05-01 00:00:00"
"SERBIA MTS - MOBILE","38165","0.32014300","1","1","2015-05-01 00:00:00"
"SERBIA MTS - MOBILE","38166","0.32014300","1","1","2015-05-01 00:00:00"
"SERBIA VIP MOBILE","38168","0.32942900","1","1","2015-05-01 00:00:00"
"SERBIA MOBILE TELENOR (SERBIA)","38169","0.39071400","1","1","2015-05-01 00:00:00"
"MONTENEGRO PROMONTE MOBILE","38263","0.40371400","1","1","2015-05-01 00:00:00"
"MONTENEGRO-M TM","38267","0.39285700","1","1","2015-05-01 00:00:00"
"MONTENEGRO MTEL MOBILE","38268","0.39000000","1","1","2015-05-01 00:00:00"
"MONTENEGRO PROMONTE MOBILE","38269","0.40371400","1","1","2015-05-01 00:00:00"
"CROATIA-M VIPNET","38591","0.06100000","1","1","2015-05-01 00:00:00"
"CROATIA-M VIPNET","38592","0.06100000","1","1","2015-05-01 00:00:00"
"CROATIA-M TELE2","38595","0.06100000","1","1","2015-05-01 00:00:00"
"CROATIA-M TM","38597","0.06100000","1","1","2015-05-01 00:00:00"
"CROATIA-M TM","38598","0.06100000","1","1","2015-05-01 00:00:00"
"CROATIA-M TM","38599","0.06100000","1","1","2015-05-01 00:00:00"
"SLOVENIA MOBITEL MOBILE","38630","0.04414300","1","1","2015-05-01 00:00:00"
"SLOVENIA MOBITEL MOBILE","38631","0.04414300","1","1","2015-05-01 00:00:00"
"SLOVENIA MOBITEL MOBILE","38640","0.04414300","1","1","2015-05-01 00:00:00"
"SLOVENIA MOBITEL MOBILE","38641","0.04414300","1","1","2015-05-01 00:00:00"
"SLOVENIA MOBILE IPKO KOSOVO","38643","0.40885700","1","1","2015-05-01 00:00:00"
"SLOVENIA MOBILE IPKO KOSOVO","38649","0.40885700","1","1","2015-05-01 00:00:00"
"SLOVENIA MOBITEL MOBILE","38651","0.04414300","1","1","2015-05-01 00:00:00"
"SLOVENIA MOBITEL MOBILE","38668","0.04414300","1","1","2015-05-01 00:00:00"
"SLOVENIA MOBITEL MOBILE","38670","0.04414300","1","1","2015-05-01 00:00:00"
"BOSNIA SARAJEVO","38733","0.10428600","1","1","2015-05-01 00:00:00"
"BOSNIA & HERZEGOVINA SRPSKE","38750","0.10171400","1","1","2015-05-01 00:00:00"
"BOSNIA & HERZEGOVINA SRPSKE","38751","0.10171400","1","1","2015-05-01 00:00:00"
"BOSNIA & HERZEGOVINA SRPSKE","38752","0.10171400","1","1","2015-05-01 00:00:00"
"BOSNIA & HERZEGOVINA SRPSKE","38753","0.10171400","1","1","2015-05-01 00:00:00"
"BOSNIA & HERZEGOVINA SRPSKE","38755","0.10171400","1","1","2015-05-01 00:00:00"
"BOSNIA & HERZEGOVINA SRPSKE","38756","0.10171400","1","1","2015-05-01 00:00:00"
"BOSNIA & HERZEGOVINA SRPSKE","38757","0.10171400","1","1","2015-05-01 00:00:00"
"BOSNIA & HERZEGOVINA SRPSKE","38758","0.10171400","1","1","2015-05-01 00:00:00"
"BOSNIA & HERZEGOVINA SRPSKE","38759","0.10171400","1","1","2015-05-01 00:00:00"
"BOSNIA-M BIH","38761","0.24714300","1","1","2015-05-01 00:00:00"
"BOSNIA-M BIH","38762","0.24714300","1","1","2015-05-01 00:00:00"
"BOSNIA - MOBILE - ERONET","38763","0.38814300","1","1","2015-05-01 00:00:00"
"BOSNIA & HERZEGOVINA SRPSKE (MTEL) MOBILE","38765","0.30942900","1","1","2015-05-01 00:00:00"
"BOSNIA & HERZEGOVINA SRPSKE (MTEL) MOBILE","38766","0.30942900","1","1","2015-05-01 00:00:00"
"BOSNIA & HERZEGOVINA SRPSKE (MTEL) MOBILE","38767","0.30942900","1","1","2015-05-01 00:00:00"
"MACEDONIA TMOBILE MOBILE","38970","0.36271400","1","1","2015-05-01 00:00:00"
"MACEDONIA TMOBILE MOBILE","38971","0.36271400","1","1","2015-05-01 00:00:00"
"MACEDONIA TMOBILE MOBILE","38972","0.36271400","1","1","2015-05-01 00:00:00"
"MACEDONIA COSMOFONE MOBILE","38973","0.37285700","1","1","2015-05-01 00:00:00"
"MACEDONIA COSMOFONE MOBILE","38975","0.37285700","1","1","2015-05-01 00:00:00"
"MACEDONIA COSMOFONE MOBILE","38976","0.37285700","1","1","2015-05-01 00:00:00"
"MACEDONIA VIP MOBILE","38977","0.38885700","1","1","2015-05-01 00:00:00"
"MACEDONIA VIP MOBILE","38978","0.38885700","1","1","2015-05-01 00:00:00"
"ITALY-M OTHR","39310","0.01714300","1","1","2015-05-01 00:00:00"
"ITALY-M OTHR","39313","0.01714300","1","1","2015-05-01 00:00:00"
"ITALY-M OTHR","39319","0.01714300","1","1","2015-05-01 00:00:00"
"ITALY-M OTHR","39350","0.01714300","1","1","2015-05-01 00:00:00"
"ITALY - MOBILE - LYCAMOBILE","39351","0.01428600","1","1","2015-05-01 00:00:00"
"ITALY - MOBILE - TELECOM ITALIA","39370","0.01428600","1","1","2015-05-01 00:00:00"
"ITALY - MOBILE - H3G","39373","0.01428600","1","1","2015-05-01 00:00:00"
"ITALY - MOBILE - VODAFONE","39377","0.01428600","1","1","2015-05-01 00:00:00"
"ITALY-M OTHR","39381","0.01714300","1","1","2015-05-01 00:00:00"
"ITALY - MOBILE - LYCAMOBILE","39382","0.01428600","1","1","2015-05-01 00:00:00"
"ITALY - MOBILE - VODAFONE","39383","0.01428600","1","1","2015-05-01 00:00:00"
"ITALY - MOBILE - H3G","39390","0.01428600","1","1","2015-05-01 00:00:00"
"ITALY - MOBILE - H3G","39391","0.01428600","1","1","2015-05-01 00:00:00"
"ITALY - MOBILE - H3G","39392","0.01428600","1","1","2015-05-01 00:00:00"
"ITALY - MOBILE - H3G","39393","0.01428600","1","1","2015-05-01 00:00:00"
"ITALY - MOBILE - H3G","39397","0.01428600","1","1","2015-05-01 00:00:00"
"ROMANIA - MOBILE - COSMOTE","40784","0.01428600","1","1","2015-05-01 00:00:00"
"ROMANIA - MOBILE - COSMOTE","40785","0.01428600","1","1","2015-05-01 00:00:00"
"ROMANIA - MOBILE - COSMOTE","40786","0.01428600","1","1","2015-05-01 00:00:00"
"SWITZERLAND SWISSCOM MOBILE","41754","0.09928600","1","1","2015-05-01 00:00:00"
"SWITZERLAND SUNRISE MOBILE","41760","0.11642900","1","1","2015-05-01 00:00:00"
"SWITZERLAND SUNRISE MOBILE","41761","0.11642900","1","1","2015-05-01 00:00:00"
"SWITZERLAND SUNRISE MOBILE","41762","0.11642900","1","1","2015-05-01 00:00:00"
"SWITZERLAND SUNRISE MOBILE","41763","0.11642900","1","1","2015-05-01 00:00:00"
"SWITZERLAND SUNRISE MOBILE","41764","0.11642900","1","1","2015-05-01 00:00:00"
"SWITZERLAND SUNRISE MOBILE","41765","0.11642900","1","1","2015-05-01 00:00:00"
"SWITZERLAND SUNRISE MOBILE","41766","0.11642900","1","1","2015-05-01 00:00:00"
"SWITZERLAND SUNRISE MOBILE","41767","0.11642900","1","1","2015-05-01 00:00:00"
"SWITZERLAND SUNRISE MOBILE","41768","0.11642900","1","1","2015-05-01 00:00:00"
"SWITZERLAND SWISSCOM MOBILE","41770","0.09928600","1","1","2015-05-01 00:00:00"
"SWITZERLAND SUNRISE MOBILE","41772","0.11642900","1","1","2015-05-01 00:00:00"
"SWITZERLAND SWISSCOM MOBILE","41774","0.09928600","1","1","2015-05-01 00:00:00"
"SWITZERLAND SWISSCOM MOBILE","41775","0.09928600","1","1","2015-05-01 00:00:00"
"SWITZERLAND LYCATEL MOBILE","41779","0.12442900","1","1","2015-05-01 00:00:00"
"SWITZERLAND SWISSCOM MOBILE","41790","0.09928600","1","1","2015-05-01 00:00:00"
"SWITZERLAND SWISSCOM MOBILE","41791","0.09928600","1","1","2015-05-01 00:00:00"
"SWITZERLAND SWISSCOM MOBILE","41792","0.09928600","1","1","2015-05-01 00:00:00"
"SWITZERLAND SWISSCOM MOBILE","41793","0.09928600","1","1","2015-05-01 00:00:00"
"SWITZERLAND SWISSCOM MOBILE","41794","0.09928600","1","1","2015-05-01 00:00:00"
"SWITZERLAND SWISSCOM MOBILE","41795","0.09928600","1","1","2015-05-01 00:00:00"
"SWITZERLAND SWISSCOM MOBILE","41796","0.09928600","1","1","2015-05-01 00:00:00"
"SWITZERLAND SWISSCOM MOBILE","41797","0.09928600","1","1","2015-05-01 00:00:00"
"SWITZERLAND SWISSCOM MOBILE","41798","0.09928600","1","1","2015-05-01 00:00:00"
"CZECH-TELEFONICA-MOBILE","42072","0.08000000","1","1","2015-05-01 00:00:00"
"CZECH-TMOBILE-MOBILE","42073","0.08000000","1","1","2015-05-01 00:00:00"
"CZECH-VODAFONE-MOBILE","42077","0.08000000","1","1","2015-05-01 00:00:00"
"CZECH-TMOBILE-MOBILE","42093","0.08000000","1","1","2015-05-01 00:00:00"
"LIECHTENSTEIN MOBILE","42369","0.18642900","1","1","2015-05-01 00:00:00"
"AUSTRIA-M TM","43650","0.01514300","1","1","2015-05-01 00:00:00"
"AUSTRIA-M HUTCHSN 3G","43660","0.01514300","1","1","2015-05-01 00:00:00"
"AUSTRIA-M-MILKOM","43664","0.01514300","1","1","2015-05-01 00:00:00"
"AUSTRIA-M TM","43676","0.01514300","1","1","2015-05-01 00:00:00"
"AUSTRIA-M TM","43677","0.01514300","1","1","2015-05-01 00:00:00"
"AUSTRIA-M-MILKOM","43680","0.01514300","1","1","2015-05-01 00:00:00"
"AUSTRIA-M ONE","43681","0.01514300","1","1","2015-05-01 00:00:00"
"AUSTRIA-M-MILKOM","43688","0.01514300","1","1","2015-05-01 00:00:00"
"UNITED KINGDOM - LONDON","44208","0.00414300","1","1","2015-05-01 00:00:00"
"UNITED KINGDOM - MOBILE - VODAFONE","44700","0.01928600","1","1","2015-05-01 00:00:00"
"U.K.-O2-MOBILE","44751","0.01785700","1","1","2015-05-01 00:00:00"
"U.K.-O2-MOBILE","44754","0.01785700","1","1","2015-05-01 00:00:00"
"U.K.-O2-MOBILE","44756","0.01785700","1","1","2015-05-01 00:00:00"
"U.K.-O2-MOBILE","44759","0.01785700","1","1","2015-05-01 00:00:00"
"U.K.-T MOBILE-MOBILE","44794","0.01785700","1","1","2015-05-01 00:00:00"
"UK LOCAL RATE","44843","0.12071400","1","1","2015-05-01 00:00:00"
"UK LOCAL RATE","44844","0.12071400","1","1","2015-05-01 00:00:00"
"UK LOCAL RATE","44845","0.12071400","1","1","2015-05-01 00:00:00"
"UK NAT RATE 870","44870","0.01357100","1","1","2015-05-01 00:00:00"
"UK NATIONAL RATE","44871","0.24128600","1","1","2015-05-01 00:00:00"
"UK NATIONAL RATE","44872","0.24128600","1","1","2015-05-01 00:00:00"
"UK NATIONAL RATE","44873","0.24128600","1","1","2015-05-01 00:00:00"
"DENMARK-M TDC MIL","45201","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK-M TDC MIL","45202","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK-M TDC MIL","45203","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK-M TDC MIL","45204","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK-M TDC MIL","45205","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK-M TELENOR","45206","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK-M TELENOR","45207","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK-M TELENOR","45208","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK-M TELENOR","45209","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK - MOBILE - TDC","45211","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK - MOBILE - TDC","45212","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK - MOBILE - TDC","45213","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK - MOBILE - TDC","45214","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK - MOBILE - TDC","45215","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK - MOBILE - TDC","45216","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK - MOBILE - TDC","45217","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK - MOBILE - TDC","45218","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK - MOBILE - TDC","45219","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK - MOBILE - TELENOR","45221","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK - MOBILE - TELENOR","45222","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK - MOBILE - TELENOR","45223","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK - MOBILE - TELENOR","45224","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK - MOBILE - TELENOR","45225","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK - MOBILE - TELENOR","45226","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK - MOBILE - TELENOR","45227","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK - MOBILE - TELENOR","45228","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK - MOBILE - TELENOR","45229","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK-M TDC MIL","45231","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK-M TDC MIL","45232","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK-M TDC MIL","45233","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK-M TDC MIL","45234","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK-M TDC MIL","45235","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK-M TDC MIL","45236","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK-M TDC MIL","45237","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK-M TDC MIL","45238","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK - MOBILE - TDC","45241","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK - MOBILE - TDC","45242","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK - MOBILE - TDC","45243","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK - MOBILE - TDC","45244","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK - MOBILE - TDC","45245","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK - MOBILE - TDC","45246","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK - MOBILE - TDC","45247","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK - MOBILE - TDC","45248","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK - MOBILE - TDC","45249","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK-M TELENOR","45251","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK-M TELENOR","45252","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK-M TELENOR","45253","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK-M TELENOR","45254","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK-M TELENOR","45255","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK-M TELENOR","45256","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK-M TELENOR","45257","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK-M TELENOR","45258","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK - MOBILE - TELENOR","45259","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK - MOBILE - TELIA","45261","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK - MOBILE - TELIA","45262","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK - MOBILE - TELIA","45263","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK - MOBILE - TELIA","45264","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK - MOBILE - TELIA","45265","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK - MOBILE - TELIA","45266","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK - MOBILE - TELIA","45267","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK - MOBILE - TELIA","45268","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK - MOBILE - TELIA","45269","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK - MOBILE - TELIA","45271","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK - MOBILE - TELIA","45272","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK - MOBILE - TELIA","45273","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK - MOBILE - TELIA","45274","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK - MOBILE - TELIA","45275","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK - MOBILE - TELIA","45276","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK - MOBILE - TELIA","45277","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK - MOBILE - TELIA","45278","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK - MOBILE - TELIA","45279","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK - MOBILE - TELIA","45281","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK - MOBILE - TELIA","45282","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK - MOBILE - TELIA","45283","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK - MOBILE - TELIA","45284","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK - MOBILE - TELIA","45285","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK - MOBILE - TELIA","45286","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK - MOBILE - TELIA","45287","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK - MOBILE - TELIA","45288","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK - MOBILE - TELIA","45289","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK - MOBILE - TDC","45291","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK - MOBILE - TDC","45292","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK - MOBILE - TDC","45293","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK - MOBILE - TDC","45294","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK - MOBILE - TDC","45295","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK - MOBILE - TDC","45296","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK - MOBILE - TDC","45297","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK - MOBILE - TDC","45298","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK - MOBILE - TDC","45299","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK - MOBILE - OTHER","45300","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK - MOBILE - TDC","45301","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK - MOBILE - TDC","45302","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK - MOBILE - TDC","45303","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK - MOBILE - TDC","45304","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK - MOBILE - TDC","45305","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK - MOBILE - TDC","45306","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK - MOBILE - TDC","45307","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK - MOBILE - TDC","45308","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK - MOBILE - TDC","45309","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK-M OTHER","45310","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK-M HI3G","45311","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK-M HI3G","45312","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK-M HI3G","45314","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK-M HI3G","45315","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK-M HI3G","45316","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK-M HI3G","45317","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK-M TDC MIL","45318","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK-M TELENOR","45319","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK-M OTHER","45400","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK-M TDC MIL","45401","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK-M TDC MIL","45402","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK-M TDC MIL","45403","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK-M TDC MIL","45404","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK-M TELENOR","45405","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK-M TELENOR","45406","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK-M TELENOR","45407","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK-M TELENOR","45408","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK-M TELENOR","45409","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK - MOBILE - OTHER","45410","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK - MOBILE - TELENOR","45411","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK - MOBILE - TELENOR","45412","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK - MOBILE - TELENOR","45413","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK - MOBILE - TELENOR","45414","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK - MOBILE - TELENOR","45415","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK - MOBILE - TELENOR","45416","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK - MOBILE - TELENOR","45417","0.01428600","1","1","2015-05-01 00:00:00"
