Prefix,Effective Date,InternationalRate,Description
22679,2/27/2015,0.24947,Burkina Faso - Mobile - Telecel
22660,2/27/2015,0.326,Burkina Faso - Mobile - Telmob
22661,2/27/2015,0.326,Burkina Faso - Mobile - Telmob
22662,2/27/2015,0.326,Burkina Faso - Mobile - Telmob
22663,2/27/2015,0.326,Burkina Faso - Mobile - Telmob
22670,2/27/2015,0.326,Burkina Faso - Mobile - Telmob
22671,2/27/2015,0.326,Burkina Faso - Mobile - Telmob
22672,2/27/2015,0.326,Burkina Faso - Mobile - Telmob
22673,2/27/2015,0.326,Burkina Faso - Mobile - Telmob
257,2/27/2015,0.69333,Burundi
25771,2/27/2015,0.48667,Burundi - Mobile
25772,2/27/2015,0.48667,Burundi - Mobile
25774,2/27/2015,0.48667,Burundi - Mobile
25775,2/27/2015,0.48667,Burundi - Mobile
25776,2/27/2015,0.48667,Burundi - Mobile
25777,2/27/2015,0.48667,Burundi - Mobile
25779,2/27/2015,0.48667,Burundi - Mobile
25778,2/27/2015,0.484,Burundi - Mobile - Africell
257161,2/27/2015,0.48667,Burundi - Onkod
855,2/27/2015,0.072,Cambodia
855236,2/27/2015,0.08533,Cambodia - Fixed - Metfone
855246,2/27/2015,0.08533,Cambodia - Fixed - Metfone
855256,2/27/2015,0.08533,Cambodia - Fixed - Metfone
855266,2/27/2015,0.08533,Cambodia - Fixed - Metfone
855326,2/27/2015,0.08533,Cambodia - Fixed - Metfone
855336,2/27/2015,0.08533,Cambodia - Fixed - Metfone
855346,2/27/2015,0.08533,Cambodia - Fixed - Metfone
855356,2/27/2015,0.08533,Cambodia - Fixed - Metfone
855366,2/27/2015,0.08533,Cambodia - Fixed - Metfone
855426,2/27/2015,0.08533,Cambodia - Fixed - Metfone
855436,2/27/2015,0.08533,Cambodia - Fixed - Metfone
855446,2/27/2015,0.08533,Cambodia - Fixed - Metfone
855526,2/27/2015,0.08533,Cambodia - Fixed - Metfone
855536,2/27/2015,0.08533,Cambodia - Fixed - Metfone
855546,2/27/2015,0.08533,Cambodia - Fixed - Metfone
855556,2/27/2015,0.08533,Cambodia - Fixed - Metfone
855626,2/27/2015,0.08533,Cambodia - Fixed - Metfone
855636,2/27/2015,0.08533,Cambodia - Fixed - Metfone
855646,2/27/2015,0.08533,Cambodia - Fixed - Metfone
855656,2/27/2015,0.08533,Cambodia - Fixed - Metfone
855726,2/27/2015,0.08533,Cambodia - Fixed - Metfone
855736,2/27/2015,0.08533,Cambodia - Fixed - Metfone
855746,2/27/2015,0.08533,Cambodia - Fixed - Metfone
855756,2/27/2015,0.08533,Cambodia - Fixed - Metfone
85513,2/27/2015,0.0668,Cambodia - Mobile - Cadcom
85580,2/27/2015,0.0668,Cambodia - Mobile - Cadcom
85583,2/27/2015,0.0668,Cambodia - Mobile - Cadcom
85584,2/27/2015,0.0668,Cambodia - Mobile - Cadcom
85571,2/27/2015,0.08133,Cambodia - Mobile - Metfone
85588,2/27/2015,0.08133,Cambodia - Mobile - Metfone
85597,2/27/2015,0.08133,Cambodia - Mobile - Metfone
85511,2/27/2015,0.0668,Cambodia - Mobile - Mfone
85561,2/27/2015,0.0668,Cambodia - Mobile - Mfone
85576,2/27/2015,0.0668,Cambodia - Mobile - Mfone
85585,2/27/2015,0.0668,Cambodia - Mobile - Mfone
85599,2/27/2015,0.0668,Cambodia - Mobile - Mfone
8551,2/27/2015,0.06667,Cambodia - Mobile - Other
8559,2/27/2015,0.06667,Cambodia - Mobile - Other
85577,2/27/2015,0.06667,Cambodia - Mobile - Other
85578,2/27/2015,0.06667,Cambodia - Mobile - Other
85589,2/27/2015,0.06667,Cambodia - Mobile - Other
85510,2/27/2015,0.0668,Cambodia - Mobile - Smart & Hello
85515,2/27/2015,0.0668,Cambodia - Mobile - Smart & Hello
85516,2/27/2015,0.0668,Cambodia - Mobile - Smart & Hello
85569,2/27/2015,0.0668,Cambodia - Mobile - Smart & Hello
85570,2/27/2015,0.0668,Cambodia - Mobile - Smart & Hello
85581,2/27/2015,0.0668,Cambodia - Mobile - Smart & Hello
85586,2/27/2015,0.0668,Cambodia - Mobile - Smart & Hello
85587,2/27/2015,0.0668,Cambodia - Mobile - Smart & Hello
85593,2/27/2015,0.0668,Cambodia - Mobile - Smart & Hello
85596,2/27/2015,0.0668,Cambodia - Mobile - Smart & Hello
85598,2/27/2015,0.0668,Cambodia - Mobile - Smart & Hello
237,2/27/2015,0.13027,Cameroon
2377,2/27/2015,0.20507,Cameroon - Mobile - MTN
23750,2/27/2015,0.20507,Cameroon - Mobile - MTN
23751,2/27/2015,0.20507,Cameroon - Mobile - MTN
23752,2/27/2015,0.20507,Cameroon - Mobile - MTN
23753,2/27/2015,0.20507,Cameroon - Mobile - MTN
23754,2/27/2015,0.20507,Cameroon - Mobile - MTN
23767,2/27/2015,0.20507,Cameroon - Mobile - MTN
237650,2/27/2015,0.20507,Cameroon - Mobile - MTN
237651,2/27/2015,0.20507,Cameroon - Mobile - MTN
237652,2/27/2015,0.20507,Cameroon - Mobile - MTN
237653,2/27/2015,0.20507,Cameroon - Mobile - MTN
237654,2/27/2015,0.20507,Cameroon - Mobile - MTN
237680,2/27/2015,0.20507,Cameroon - Mobile - MTN
2376,2/27/2015,0.3708,Cameroon - Mobile - Nextel
23766,2/27/2015,0.3708,Cameroon - Mobile - Nextel
2379,2/27/2015,0.22013,Cameroon - Mobile - Orange
23755,2/27/2015,0.22013,Cameroon - Mobile - Orange
23756,2/27/2015,0.22013,Cameroon - Mobile - Orange
23769,2/27/2015,0.22013,Cameroon - Mobile - Orange
237655,2/27/2015,0.22013,Cameroon - Mobile - Orange
237656,2/27/2015,0.22013,Cameroon - Mobile - Orange
23722,2/27/2015,0.13027,Cameroon - Yaounde
238,2/27/2015,0.20627,Cape Verde Islands
2389,2/27/2015,0.32587,Cape Verde Islands - Mobile
23843,2/27/2015,0.32587,Cape Verde Islands - Mobile
23851,2/27/2015,0.32587,Cape Verde Islands - Mobile
23853,2/27/2015,0.32587,Cape Verde Islands - Mobile
238310,2/27/2015,0.32587,Cape Verde Islands - Mobile
238311,2/27/2015,0.32587,Cape Verde Islands - Mobile
238312,2/27/2015,0.32587,Cape Verde Islands - Mobile
238313,2/27/2015,0.32587,Cape Verde Islands - Mobile
238314,2/27/2015,0.32587,Cape Verde Islands - Mobile
238330,2/27/2015,0.32587,Cape Verde Islands - Mobile
238331,2/27/2015,0.32587,Cape Verde Islands - Mobile
238332,2/27/2015,0.32587,Cape Verde Islands - Mobile
238333,2/27/2015,0.32587,Cape Verde Islands - Mobile
238334,2/27/2015,0.32587,Cape Verde Islands - Mobile
238410,2/27/2015,0.32587,Cape Verde Islands - Mobile
238411,2/27/2015,0.32587,Cape Verde Islands - Mobile
238412,2/27/2015,0.32587,Cape Verde Islands - Mobile
238413,2/27/2015,0.32587,Cape Verde Islands - Mobile
238414,2/27/2015,0.32587,Cape Verde Islands - Mobile
238520,2/27/2015,0.32587,Cape Verde Islands - Mobile
238521,2/27/2015,0.32587,Cape Verde Islands - Mobile
238522,2/27/2015,0.32587,Cape Verde Islands - Mobile
238523,2/27/2015,0.32587,Cape Verde Islands - Mobile
238524,2/27/2015,0.32587,Cape Verde Islands - Mobile
23858,2/27/2015,0.3268,Cape Verde Islands - Mobile - CVTelecom
23859,2/27/2015,0.3268,Cape Verde Islands - Mobile - CVTelecom
23895,2/27/2015,0.3268,Cape Verde Islands - Mobile - CVTelecom
23897,2/27/2015,0.3268,Cape Verde Islands - Mobile - CVTelecom
23898,2/27/2015,0.3268,Cape Verde Islands - Mobile - CVTelecom
23899,2/27/2015,0.3268,Cape Verde Islands - Mobile - CVTelecom
236,2/27/2015,0.314,Central African Republic
23677,2/27/2015,0.506,Central African Republic - Mobile - Azur
23670,2/27/2015,0.3,Central African Republic - Mobile - Moov
23672,2/27/2015,0.3056,Central African Republic - Mobile - Orange
23675,2/27/2015,0.58667,Central African Republic - Mobile - Telecel
235,2/27/2015,0.59333,Chad
2356,2/27/2015,0.59333,Chad - Mobile - Airtel
2357,2/27/2015,0.59333,Chad - Mobile - Other
2359,2/27/2015,0.59333,Chad - Mobile - Tigo
56,2/27/2015,0.024,Chile
5632210,2/27/2015,0.66653,Chile - Easter Island
5632255,2/27/2015,0.66653,Chile - Easter Island
569,2/27/2015,0.02653,Chile - Mobile
5644,2/27/2015,0.88,Chile - Rural
56612,2/27/2015,0.88,Chile - Rural
56613,2/27/2015,0.88,Chile - Rural
56614,2/27/2015,0.88,Chile - Rural
56615,2/27/2015,0.88,Chile - Rural
56616,2/27/2015,0.88,Chile - Rural
56617,2/27/2015,0.88,Chile - Rural
56618,2/27/2015,0.88,Chile - Rural
56619,2/27/2015,0.88,Chile - Rural
562196,2/27/2015,0.88,Chile - Rural
562197,2/27/2015,0.88,Chile - Rural
562198,2/27/2015,0.88,Chile - Rural
562572,2/27/2015,0.88,Chile - Rural
562593,2/27/2015,0.88,Chile - Rural
562788,2/27/2015,0.88,Chile - Rural
562868,2/27/2015,0.88,Chile - Rural
5632196,2/27/2015,0.88,Chile - Rural
5632197,2/27/2015,0.88,Chile - Rural
5632198,2/27/2015,0.88,Chile - Rural
5633196,2/27/2015,0.88,Chile - Rural
5633197,2/27/2015,0.88,Chile - Rural
5633198,2/27/2015,0.88,Chile - Rural
5634196,2/27/2015,0.88,Chile - Rural
5634197,2/27/2015,0.88,Chile - Rural
5634198,2/27/2015,0.88,Chile - Rural
5635196,2/27/2015,0.88,Chile - Rural
5635197,2/27/2015,0.88,Chile - Rural
5635198,2/27/2015,0.88,Chile - Rural
5641196,2/27/2015,0.88,Chile - Rural
5641197,2/27/2015,0.88,Chile - Rural
5641198,2/27/2015,0.88,Chile - Rural
5642196,2/27/2015,0.88,Chile - Rural
5642197,2/27/2015,0.88,Chile - Rural
5642198,2/27/2015,0.88,Chile - Rural
5643196,2/27/2015,0.88,Chile - Rural
5643197,2/27/2015,0.88,Chile - Rural
5643198,2/27/2015,0.88,Chile - Rural
5643970,2/27/2015,0.88,Chile - Rural
5643971,2/27/2015,0.88,Chile - Rural
5643972,2/27/2015,0.88,Chile - Rural
5645196,2/27/2015,0.88,Chile - Rural
5645197,2/27/2015,0.88,Chile - Rural
5645198,2/27/2015,0.88,Chile - Rural
5651196,2/27/2015,0.88,Chile - Rural
5651197,2/27/2015,0.88,Chile - Rural
5651198,2/27/2015,0.88,Chile - Rural
5652196,2/27/2015,0.88,Chile - Rural
5652197,2/27/2015,0.88,Chile - Rural
5652198,2/27/2015,0.88,Chile - Rural
5653196,2/27/2015,0.88,Chile - Rural
5653197,2/27/2015,0.88,Chile - Rural
5653198,2/27/2015,0.88,Chile - Rural
5655196,2/27/2015,0.88,Chile - Rural
5655197,2/27/2015,0.88,Chile - Rural
5655198,2/27/2015,0.88,Chile - Rural
5657196,2/27/2015,0.88,Chile - Rural
5657197,2/27/2015,0.88,Chile - Rural
5657198,2/27/2015,0.88,Chile - Rural
5658196,2/27/2015,0.88,Chile - Rural
5658197,2/27/2015,0.88,Chile - Rural
5658198,2/27/2015,0.88,Chile - Rural
5661196,2/27/2015,0.88,Chile - Rural
5661197,2/27/2015,0.88,Chile - Rural
5661198,2/27/2015,0.88,Chile - Rural
5663196,2/27/2015,0.88,Chile - Rural
5663197,2/27/2015,0.88,Chile - Rural
5663198,2/27/2015,0.88,Chile - Rural
5664196,2/27/2015,0.88,Chile - Rural
5664197,2/27/2015,0.88,Chile - Rural
5664198,2/27/2015,0.88,Chile - Rural
5665196,2/27/2015,0.88,Chile - Rural
5665197,2/27/2015,0.88,Chile - Rural
5665198,2/27/2015,0.88,Chile - Rural
5667196,2/27/2015,0.88,Chile - Rural
5667197,2/27/2015,0.88,Chile - Rural
5667198,2/27/2015,0.88,Chile - Rural
5671196,2/27/2015,0.88,Chile - Rural
5671197,2/27/2015,0.88,Chile - Rural
5671198,2/27/2015,0.88,Chile - Rural
5672196,2/27/2015,0.88,Chile - Rural
5672197,2/27/2015,0.88,Chile - Rural
5672198,2/27/2015,0.88,Chile - Rural
5673196,2/27/2015,0.88,Chile - Rural
5673197,2/27/2015,0.88,Chile - Rural
5673198,2/27/2015,0.88,Chile - Rural
5675196,2/27/2015,0.88,Chile - Rural
5675197,2/27/2015,0.88,Chile - Rural
5675198,2/27/2015,0.88,Chile - Rural
5622,2/27/2015,0.01627,Chile - Santiago
86,2/27/2015,0.01267,China
8610,2/27/2015,0.01267,China - Beijing
8613,2/27/2015,0.01267,China - Mobile
86145,2/27/2015,0.01267,China - Mobile
86147,2/27/2015,0.01267,China - Mobile
86150,2/27/2015,0.01267,China - Mobile
86151,2/27/2015,0.01267,China - Mobile
86152,2/27/2015,0.01267,China - Mobile
86153,2/27/2015,0.01267,China - Mobile
86155,2/27/2015,0.01267,China - Mobile
86156,2/27/2015,0.01267,China - Mobile
86157,2/27/2015,0.01267,China - Mobile
86158,2/27/2015,0.01267,China - Mobile
86159,2/27/2015,0.01267,China - Mobile
86176,2/27/2015,0.01267,China - Mobile
86177,2/27/2015,0.01267,China - Mobile
86180,2/27/2015,0.01267,China - Mobile
86182,2/27/2015,0.01267,China - Mobile
86183,2/27/2015,0.01267,China - Mobile
86184,2/27/2015,0.01267,China - Mobile
86185,2/27/2015,0.01267,China - Mobile
86186,2/27/2015,0.01267,China - Mobile
86187,2/27/2015,0.01267,China - Mobile
86188,2/27/2015,0.01267,China - Mobile
86189,2/27/2015,0.01267,China - Mobile
861700,2/27/2015,0.01267,China - Mobile
57,2/27/2015,0.03907,Colombia
576731,2/27/2015,0.02067,Colombia - Armenia
576734,2/27/2015,0.02067,Colombia - Armenia
576735,2/27/2015,0.02067,Colombia - Armenia
576736,2/27/2015,0.02067,Colombia - Armenia
576737,2/27/2015,0.02067,Colombia - Armenia
576738,2/27/2015,0.02067,Colombia - Armenia
576739,2/27/2015,0.02067,Colombia - Armenia
576740,2/27/2015,0.02067,Colombia - Armenia
576741,2/27/2015,0.02067,Colombia - Armenia
576744,2/27/2015,0.02067,Colombia - Armenia
576745,2/27/2015,0.02067,Colombia - Armenia
576746,2/27/2015,0.02067,Colombia - Armenia
576747,2/27/2015,0.02067,Colombia - Armenia
576748,2/27/2015,0.02067,Colombia - Armenia
576749,2/27/2015,0.02067,Colombia - Armenia
5767321,2/27/2015,0.02067,Colombia - Armenia
5767322,2/27/2015,0.02067,Colombia - Armenia
5767323,2/27/2015,0.02067,Colombia - Armenia
5767324,2/27/2015,0.02067,Colombia - Armenia
5767325,2/27/2015,0.02067,Colombia - Armenia
5767326,2/27/2015,0.02067,Colombia - Armenia
5767327,2/27/2015,0.02067,Colombia - Armenia
5767328,2/27/2015,0.02067,Colombia - Armenia
5767329,2/27/2015,0.02067,Colombia - Armenia
5767330,2/27/2015,0.02067,Colombia - Armenia
5767331,2/27/2015,0.02067,Colombia - Armenia
5767332,2/27/2015,0.02067,Colombia - Armenia
5767333,2/27/2015,0.02067,Colombia - Armenia
5767334,2/27/2015,0.02067,Colombia - Armenia
5767335,2/27/2015,0.02067,Colombia - Armenia
5767336,2/27/2015,0.02067,Colombia - Armenia
5767337,2/27/2015,0.02067,Colombia - Armenia
5769097,2/27/2015,0.02067,Colombia - Armenia
5769144,2/27/2015,0.02067,Colombia - Armenia
57673200,2/27/2015,0.02067,Colombia - Armenia
57673201,2/27/2015,0.02067,Colombia - Armenia
57673209,2/27/2015,0.02067,Colombia - Armenia
57691450,2/27/2015,0.02067,Colombia - Armenia
57691451,2/27/2015,0.02067,Colombia - Armenia
57691452,2/27/2015,0.02067,Colombia - Armenia
57691453,2/27/2015,0.02067,Colombia - Armenia
57691454,2/27/2015,0.02067,Colombia - Armenia
57691460,2/27/2015,0.02067,Colombia - Armenia
57691461,2/27/2015,0.02067,Colombia - Armenia
57530,2/27/2015,0.02333,Colombia - Barranquilla
57531,2/27/2015,0.02333,Colombia - Barranquilla
57532,2/27/2015,0.02333,Colombia - Barranquilla
57533,2/27/2015,0.02333,Colombia - Barranquilla
57534,2/27/2015,0.02333,Colombia - Barranquilla
57535,2/27/2015,0.02333,Colombia - Barranquilla
57536,2/27/2015,0.02333,Colombia - Barranquilla
57537,2/27/2015,0.02333,Colombia - Barranquilla
57538,2/27/2015,0.02333,Colombia - Barranquilla
575392,2/27/2015,0.02333,Colombia - Barranquilla
575905,2/27/2015,0.02333,Colombia - Barranquilla
575912,2/27/2015,0.02333,Colombia - Barranquilla
5759093,2/27/2015,0.02333,Colombia - Barranquilla
57591100,2/27/2015,0.02333,Colombia - Barranquilla
57591101,2/27/2015,0.02333,Colombia - Barranquilla
57591102,2/27/2015,0.02333,Colombia - Barranquilla
57591103,2/27/2015,0.02333,Colombia - Barranquilla
57591104,2/27/2015,0.02333,Colombia - Barranquilla
57591105,2/27/2015,0.02333,Colombia - Barranquilla
5712,2/27/2015,0.026,Colombia - Bogota
5713,2/27/2015,0.026,Colombia - Bogota
5714,2/27/2015,0.026,Colombia - Bogota
5715,2/27/2015,0.026,Colombia - Bogota
5716,2/27/2015,0.026,Colombia - Bogota
5717,2/27/2015,0.026,Colombia - Bogota
57180,2/27/2015,0.026,Colombia - Bogota
57181,2/27/2015,0.026,Colombia - Bogota
57190,2/27/2015,0.026,Colombia - Bogota
57191,2/27/2015,0.026,Colombia - Bogota
57195,2/27/2015,0.026,Colombia - Bogota
571820,2/27/2015,0.026,Colombia - Bogota
571821,2/27/2015,0.026,Colombia - Bogota
571822,2/27/2015,0.026,Colombia - Bogota
571860,2/27/2015,0.026,Colombia - Bogota
571861,2/27/2015,0.026,Colombia - Bogota
571865,2/27/2015,0.026,Colombia - Bogota
571870,2/27/2015,0.026,Colombia - Bogota
571874,2/27/2015,0.026,Colombia - Bogota
571875,2/27/2015,0.026,Colombia - Bogota
571884,2/27/2015,0.026,Colombia - Bogota
571888,2/27/2015,0.026,Colombia - Bogota
571893,2/27/2015,0.026,Colombia - Bogota
571920,2/27/2015,0.026,Colombia - Bogota
571921,2/27/2015,0.026,Colombia - Bogota
571931,2/27/2015,0.026,Colombia - Bogota
5718643,2/27/2015,0.026,Colombia - Bogota
5719245,2/27/2015,0.026,Colombia - Bogota
5719277,2/27/2015,0.026,Colombia - Bogota
57763,2/27/2015,0.01987,Colombia - Bucaramanga
57764,2/27/2015,0.01987,Colombia - Bucaramanga
57767,2/27/2015,0.01987,Colombia - Bucaramanga
57768,2/27/2015,0.01987,Colombia - Bucaramanga
577617,2/27/2015,0.01987,Colombia - Bucaramanga
577651,2/27/2015,0.01987,Colombia - Bucaramanga
577652,2/27/2015,0.01987,Colombia - Bucaramanga
577653,2/27/2015,0.01987,Colombia - Bucaramanga
577657,2/27/2015,0.01987,Colombia - Bucaramanga
577658,2/27/2015,0.01987,Colombia - Bucaramanga
577659,2/27/2015,0.01987,Colombia - Bucaramanga
577690,2/27/2015,0.01987,Colombia - Bucaramanga
577694,2/27/2015,0.01987,Colombia - Bucaramanga
577695,2/27/2015,0.01987,Colombia - Bucaramanga
577697,2/27/2015,0.01987,Colombia - Bucaramanga
577699,2/27/2015,0.01987,Colombia - Bucaramanga
5776160,2/27/2015,0.01987,Colombia - Bucaramanga
5776161,2/27/2015,0.01987,Colombia - Bucaramanga
5776500,2/27/2015,0.01987,Colombia - Bucaramanga
5776502,2/27/2015,0.01987,Colombia - Bucaramanga
5776503,2/27/2015,0.01987,Colombia - Bucaramanga
5776504,2/27/2015,0.01987,Colombia - Bucaramanga
5776505,2/27/2015,0.01987,Colombia - Bucaramanga
5776506,2/27/2015,0.01987,Colombia - Bucaramanga
5776508,2/27/2015,0.01987,Colombia - Bucaramanga
5776509,2/27/2015,0.01987,Colombia - Bucaramanga
5776910,2/27/2015,0.01987,Colombia - Bucaramanga
5776913,2/27/2015,0.01987,Colombia - Bucaramanga
5776914,2/27/2015,0.01987,Colombia - Bucaramanga
5776916,2/27/2015,0.01987,Colombia - Bucaramanga
5776917,2/27/2015,0.01987,Colombia - Bucaramanga
5776918,2/27/2015,0.01987,Colombia - Bucaramanga
5776960,2/27/2015,0.01987,Colombia - Bucaramanga
5776961,2/27/2015,0.01987,Colombia - Bucaramanga
5776962,2/27/2015,0.01987,Colombia - Bucaramanga
5776963,2/27/2015,0.01987,Colombia - Bucaramanga
5776964,2/27/2015,0.01987,Colombia - Bucaramanga
5779096,2/27/2015,0.01987,Colombia - Bucaramanga
5779159,2/27/2015,0.01987,Colombia - Bucaramanga
5779160,2/27/2015,0.01987,Colombia - Bucaramanga
5779161,2/27/2015,0.01987,Colombia - Bucaramanga
57765010,2/27/2015,0.01987,Colombia - Bucaramanga
57765011,2/27/2015,0.01987,Colombia - Bucaramanga
57765012,2/27/2015,0.01987,Colombia - Bucaramanga
57765013,2/27/2015,0.01987,Colombia - Bucaramanga
57765014,2/27/2015,0.01987,Colombia - Bucaramanga
57765015,2/27/2015,0.01987,Colombia - Bucaramanga
57765016,2/27/2015,0.01987,Colombia - Bucaramanga
57765017,2/27/2015,0.01987,Colombia - Bucaramanga
57765018,2/27/2015,0.01987,Colombia - Bucaramanga
57765690,2/27/2015,0.01987,Colombia - Bucaramanga
57765691,2/27/2015,0.01987,Colombia - Bucaramanga
57765692,2/27/2015,0.01987,Colombia - Bucaramanga
57765693,2/27/2015,0.01987,Colombia - Bucaramanga
57765694,2/27/2015,0.01987,Colombia - Bucaramanga
57765695,2/27/2015,0.01987,Colombia - Bucaramanga
57769150,2/27/2015,0.01987,Colombia - Bucaramanga
57769151,2/27/2015,0.01987,Colombia - Bucaramanga
57769152,2/27/2015,0.01987,Colombia - Bucaramanga
57769153,2/27/2015,0.01987,Colombia - Bucaramanga
57769154,2/27/2015,0.01987,Colombia - Bucaramanga
57769155,2/27/2015,0.01987,Colombia - Bucaramanga
57791500,2/27/2015,0.01987,Colombia - Bucaramanga
57791501,2/27/2015,0.01987,Colombia - Bucaramanga
57791502,2/27/2015,0.01987,Colombia - Bucaramanga
57791510,2/27/2015,0.01987,Colombia - Bucaramanga
57791511,2/27/2015,0.01987,Colombia - Bucaramanga
57791512,2/27/2015,0.01987,Colombia - Bucaramanga
57791513,2/27/2015,0.01987,Colombia - Bucaramanga
57791514,2/27/2015,0.01987,Colombia - Bucaramanga
57228,2/27/2015,0.0156,Colombia - Cali
57231,2/27/2015,0.0156,Colombia - Cali
57232,2/27/2015,0.0156,Colombia - Cali
57233,2/27/2015,0.0156,Colombia - Cali
57237,2/27/2015,0.0156,Colombia - Cali
57238,2/27/2015,0.0156,Colombia - Cali
57239,2/27/2015,0.0156,Colombia - Cali
57240,2/27/2015,0.0156,Colombia - Cali
57241,2/27/2015,0.0156,Colombia - Cali
57242,2/27/2015,0.0156,Colombia - Cali
57243,2/27/2015,0.0156,Colombia - Cali
57244,2/27/2015,0.0156,Colombia - Cali
57248,2/27/2015,0.0156,Colombia - Cali
57250,2/27/2015,0.0156,Colombia - Cali
57251,2/27/2015,0.0156,Colombia - Cali
57252,2/27/2015,0.0156,Colombia - Cali
57255,2/27/2015,0.0156,Colombia - Cali
57259,2/27/2015,0.0156,Colombia - Cali
57260,2/27/2015,0.0156,Colombia - Cali
57261,2/27/2015,0.0156,Colombia - Cali
57262,2/27/2015,0.0156,Colombia - Cali
57264,2/27/2015,0.0156,Colombia - Cali
57265,2/27/2015,0.0156,Colombia - Cali
57266,2/27/2015,0.0156,Colombia - Cali
57267,2/27/2015,0.0156,Colombia - Cali
57268,2/27/2015,0.0156,Colombia - Cali
57269,2/27/2015,0.0156,Colombia - Cali
57288,2/27/2015,0.0156,Colombia - Cali
57289,2/27/2015,0.0156,Colombia - Cali
572286,2/27/2015,0.0156,Colombia - Cali
572905,2/27/2015,0.0156,Colombia - Cali
572909,2/27/2015,0.0156,Colombia - Cali
572915,2/27/2015,0.0156,Colombia - Cali
572920,2/27/2015,0.0156,Colombia - Cali
572924,2/27/2015,0.0156,Colombia - Cali
572928,2/27/2015,0.0156,Colombia - Cali
572952,2/27/2015,0.0156,Colombia - Cali
5722090,2/27/2015,0.0156,Colombia - Cali
5722091,2/27/2015,0.0156,Colombia - Cali
5722096,2/27/2015,0.0156,Colombia - Cali
5722097,2/27/2015,0.0156,Colombia - Cali
5723690,2/27/2015,0.0156,Colombia - Cali
57225604,2/27/2015,0.0156,Colombia - Cali
57225605,2/27/2015,0.0156,Colombia - Cali
57236910,2/27/2015,0.0156,Colombia - Cali
57270006,2/27/2015,0.0156,Colombia - Cali
57292300,2/27/2015,0.0156,Colombia - Cali
57292301,2/27/2015,0.0156,Colombia - Cali
57292302,2/27/2015,0.0156,Colombia - Cali
572256060,2/27/2015,0.0156,Colombia - Cali
572256061,2/27/2015,0.0156,Colombia - Cali
572256062,2/27/2015,0.0156,Colombia - Cali
572256063,2/27/2015,0.0156,Colombia - Cali
5722560640,2/27/2015,0.0156,Colombia - Cali
5722560641,2/27/2015,0.0156,Colombia - Cali
5722560642,2/27/2015,0.0156,Colombia - Cali
5722560643,2/27/2015,0.0156,Colombia - Cali
5722560644,2/27/2015,0.0156,Colombia - Cali
5722560645,2/27/2015,0.0156,Colombia - Cali
57565,2/27/2015,0.02933,Colombia - Cartagena
57566,2/27/2015,0.02933,Colombia - Cartagena
57567,2/27/2015,0.02933,Colombia - Cartagena
575643,2/27/2015,0.02933,Colombia - Cartagena
575645,2/27/2015,0.02933,Colombia - Cartagena
575680,2/27/2015,0.02933,Colombia - Cartagena
575681,2/27/2015,0.02933,Colombia - Cartagena
575690,2/27/2015,0.02933,Colombia - Cartagena
575691,2/27/2015,0.02933,Colombia - Cartagena
575693,2/27/2015,0.02933,Colombia - Cartagena
575694,2/27/2015,0.02933,Colombia - Cartagena
5756424,2/27/2015,0.02933,Colombia - Cartagena
5756425,2/27/2015,0.02933,Colombia - Cartagena
5756426,2/27/2015,0.02933,Colombia - Cartagena
5756445,2/27/2015,0.02933,Colombia - Cartagena
5756446,2/27/2015,0.02933,Colombia - Cartagena
5756447,2/27/2015,0.02933,Colombia - Cartagena
5756448,2/27/2015,0.02933,Colombia - Cartagena
5756460,2/27/2015,0.02933,Colombia - Cartagena
5756461,2/27/2015,0.02933,Colombia - Cartagena
5756462,2/27/2015,0.02933,Colombia - Cartagena
5756463,2/27/2015,0.02933,Colombia - Cartagena
5756464,2/27/2015,0.02933,Colombia - Cartagena
5756465,2/27/2015,0.02933,Colombia - Cartagena
5756466,2/27/2015,0.02933,Colombia - Cartagena
5756920,2/27/2015,0.02933,Colombia - Cartagena
5756921,2/27/2015,0.02933,Colombia - Cartagena
5756922,2/27/2015,0.02933,Colombia - Cartagena
5756923,2/27/2015,0.02933,Colombia - Cartagena
5756924,2/27/2015,0.02933,Colombia - Cartagena
5756925,2/27/2015,0.02933,Colombia - Cartagena
5756926,2/27/2015,0.02933,Colombia - Cartagena
5756927,2/27/2015,0.02933,Colombia - Cartagena
5756928,2/27/2015,0.02933,Colombia - Cartagena
5759096,2/27/2015,0.02933,Colombia - Cartagena
57562950,2/27/2015,0.02933,Colombia - Cartagena
57562951,2/27/2015,0.02933,Colombia - Cartagena
57562952,2/27/2015,0.02933,Colombia - Cartagena
57562953,2/27/2015,0.02933,Colombia - Cartagena
57562954,2/27/2015,0.02933,Colombia - Cartagena
57562956,2/27/2015,0.02933,Colombia - Cartagena
57562957,2/27/2015,0.02933,Colombia - Cartagena
57562958,2/27/2015,0.02933,Colombia - Cartagena
57562959,2/27/2015,0.02933,Colombia - Cartagena
57564281,2/27/2015,0.02933,Colombia - Cartagena
57564282,2/27/2015,0.02933,Colombia - Cartagena
57564283,2/27/2015,0.02933,Colombia - Cartagena
57564284,2/27/2015,0.02933,Colombia - Cartagena
57564285,2/27/2015,0.02933,Colombia - Cartagena
57564286,2/27/2015,0.02933,Colombia - Cartagena
57564287,2/27/2015,0.02933,Colombia - Cartagena
